,UserName,OriginalTweet,Sentiment,Sentiment_float
143,983,My opinion I am mad as hell The and has easily panicked the whole world over a flu We are being held hostage by intense propaganda pushed for their agenda Schools closed Events cancelled Stock market declined Toilet paper food shortages Etc,Extremely Negative,1.0
144,632,"Whenever $2000 prepper food kits are out of stock at Costco, I start to get worried. #Covid_19",Negative,2.0
145,739,Just want to say that now would be a great opportunity to get to know any of your elderly neighbors and check in on them and see if they need anything from the grocery store or pharmacy. Promote care not fear. ?? #Covid_19 #COVID19,Extremely Positive,5.0
146,907,Airlines grounded. Stock market plummeting. Events cancelled. Threat of food shortages. #Covid_19 is like a test run for the #GreenNewDeal. Upshot. Carbon footprint for the US is going to look great. @AOC,Positive,4.0
147,1072,#2 Make sure to thank retail store workers and delivery drivers who are dealing with a LOT. Take the time to ask how they are doing and thank them. #coronavirus #choosekindness,Extremely Positive,5.0
148,85,"@realDonaldTrump .-.
THE BALM OF CORONAVIRUS

#DonaldTrump with lies or with rumor
Never recognized his sense of humor
..so he sells us his balm
..tells us just to stay calm
And blames it all on the consumer. #COVID19 #Trumpdemic #coronaviru",Negative,2.0
149,183,"#askCDC Is it necessary to stockpile food, toilet paper, and other items in response to COVID-19? A recent press conference told older adults to ""stock up for a period of time. How long is the ""period of time?"" What is the actual metric, one week, one month, etc.?",Neutral,3.0
150,1053,I m so worried for the people in the camps in Europe Lebanon and so on   And for the homeless I see every day on the way to work   And a lot of the people in our neighbourhood who don t have the financial means to stock up on food etc,Negative,2.0
151,675,"Get concise Vision, Mission and Value Statements for your brand at affordable prices
#LOONA 
#Covid_19 
#ThursdayMotivation 
#TrumptheWorstPresidentEVER 
https://t.co/UToxZ1qHaZ",Positive,4.0
152,606,Some parents stock up on food... my parents started stocking up on gin #Covid_19 https://t.co/tPmHblcPWn,Neutral,3.0
153,1354,@ShopprsDrugMart hiking their prices to almost 300% of regular price for toilet paper amid #Covid_19 pandemic is pretty sleazy business if you ask me.,Positive,4.0
154,153,"""Officials are saying to stock up on 3 extra days worth of food in prep for the #Coronavirus outbreak; I saw a woman panick over this because she said that she didn't know what 3 extra days of food looked like.""-speech from Anti-Hunger Policy Conference.
https://t.co/r8erNbiv3P",Neutral,3.0
155,143,"Why #Bitcoin price is ?down?
#COVID2019 #scam 
https://t.co/eQx8XHMPtL",Neutral,3.0
156,335,"*Rap Beat*

Shes the Covid 19
Self Isolation Queen
More toilet paper in her hands than I have ever seen,
This supermarket scene
Perhaps a tad extreme
She Turns and whispers darkly that 

Its For The Quarantine 

-Mary in  the Tesco Queue Volume 1

As you were
#Covid_19",Negative,2.0
157,1301,"Why are Republicans doing everything to make us more VULNERABLE. Drugs prices, health cost etc... Its gotta be done #Covid_19",Negative,2.0
158,647,"You know whats great to do when youre in the grocery store shopping for the apocalypse? Stand more than 2 inches from the person youre in line behind! Its really wonderful. Everyone should try it. Perhaps even 12 inches! Or 36! Go crazy, the worlds ending! #coronavirus",Extremely Positive,5.0
159,19,"That's about a week from now. A bit optimistic.  Probably it will take another month.  Supply chain may be recovering, demand chain will be non-existent in US and Europe for the next month or two.
$spx $qqq $es $nq https://t.co/yXcOfL0BnI",Positive,4.0
160,2145,"What to stock up on for coronavirus: Food, supplies to buy for COVID-19 outbreak | https://t.co/KpUqGnBTKj https://t.co/TpwYeY6vnL",Neutral,3.0
161,460,Nothing says I dont give a shite about anyone else quite like a packed supermarket trolley in ireland right now. You know who you are....#Covid_19 #COVID2019IRELAND #SelfishAsshole,Positive,4.0
162,394,When ur in line at the supermarket alongside someone who brought a sick and coughing child along for the ride. #CoronavirusPandemic #Covid_19 https://t.co/n1acvlGla3,Negative,2.0
163,2163,"? URGENT ?

W/ the hysteria re #Covid_19, Im anxious that my partner and I wont make it to our home in NM if we wait til may

We _need_ to go in a week to be safe. Airline prices have _shot_ up.

Please share this to help us out!

#TransCrowdFund

cash/venmo: @/$ bullshetvik https://t.co/M0vkPn55Qp",Extremely Positive,5.0
164,510,@Jam883 you guys should know that your DJs should not disseminate unverified news about COVID-19. One of your DJs told us to stock up on food &amp; necessities because there was going to be a local lock down at 5pm. There's no such news. Let us not spread,Negative,2.0
165,434,"*offer rides to grocery store and/or pharmacy. 
If you dont have a car, offer to help pay for a taxi and assist them in carrying enough supplies to last a quarantine. 
#MutualAid #Corvid19 #coronavirus",Positive,4.0
166,1817,"Americans Stock Up On Food as #Covid_19 Concerns Rise
#CoronavirusPandemic #UnitedStates https://t.co/6mFNAUP9Eh",Neutral,3.0
167,1574,"If you know any therapist/social workers OR grocery store employees, please go tell them you love them in this time of need. #coronavirus",Extremely Positive,5.0
168,1530,"Are you a potential #Covid_19 #coronavirus test consumer? Well, you are in luck! The administration is working with Google and 1700 engineers for you to be tested based on this new workflow. https://t.co/GWVIanSfYe",Extremely Positive,5.0
169,1363,"USA 

Americans panic and supermarket shelves are left empty 

#Covid_19 #coronavirus #COVID19 #?????_?????? #CoronaVirusUpdate #Coronavirüs https://t.co/UwKiur4uHK",Extremely Negative,1.0
170,145,"#CancelEverything is #tending due to #COVID19 #coronavirus, so it looks like shopping online and reading books is in ?? https://t.co/jYrZ5zIhSg",Positive,4.0
171,2075,"Everyone: Buy toilet paper, stock up on food, keep a eye on the news
Me: As long as GameStop will be open on the 20th #AnimalCrossing #NewHorizons #coronavirus #AnimalCrossingNewHorizons https://t.co/dJiSBrtwzu",Neutral,3.0
172,414,Bet all the elderly people who are maybe already struggling to get shopping as it is with all the panic buying just love when a random stranger stops to take a pic of them to post online for likes and shares. Imagine that was your Gran?????????? #thinkaboutit #coronavirus,Positive,4.0
173,561,italy has more cases of the covid 19 than china but everyone stock piled on pasta and no ones ordered chinese food. i smell racism,Extremely Negative,1.0
174,282,Are you actually gonna stock up with food and necessities #coronavirus,Neutral,3.0
175,1787,"Some suggestions might seem so obvious, but when youre stressed, grocery shopping can become overwhelming.
1. Bread: freeze loaves if you have the space, if not, get refrigerated biscuits such as Pillsbury Grands (or store brand)  frees up valuable freezer space. #coronavirus",Extremely Positive,5.0
176,526,$SPY GO OUT AND STOCK UP ON FOOD AND WATER PEOPLE!!! BETTER SAFE THAN SORRY! $SPX $QQQ $IWM $DJI $AAPL $TSLA $FB $AMZN $GS $JPM $BAC $C $GOOGL $SPOT $XLE $BA $BABA $UVXY #ES_F #coronavirus #COVID19 #CoronaAlert #BREAKING #TrumpAddress https://t.co/up4T8CIffF,Extremely Positive,5.0
177,1405,Just spent over $300 at the grocery store of picked over shelves (and no toilet paper) solely because of my planned and anticipated multiple overtime shifts due to critical staffing shortages. We are all in this together. #FlattenTheCurve #Covid_19,Extremely Negative,1.0
178,898,"In Seattle, some things seem normal. I could drive to the grocery store or the gas station. I could keep my appointments. But its all just better if I stay in. I can be one less person out bumping into other people, giving off or picking up germs on every surface. #coronavirus",Extremely Positive,5.0
179,2156,"Due to the recent #Covid_19 virus and the lack of toilet rolls available I will be selling these premium toilet rolls. 

Please DM for prices. https://t.co/kTXifvMpvZ",Neutral,3.0
180,2380,Germans waiting for @Aldi supermarket to open up ? https://t.co/36Iy0BwJiJ,Neutral,3.0
181,1151,"Don't walk into a supermarket, buy over 100 rolls of tissue paper, 60 packets of maize flour, dozens of long life milk and all hand sanitizers. It's like it's you who only exist. Be considerate.
#coronavirusinKenya
#Covid_19",Extremely Positive,5.0
182,1394,"Pro tip: *always* take the receipt from supermarket/restaurant and keep it in back pocket.

I just saved your ass ?

#Covid_19 
#CoronavirusPandemic 
#coronvirus",Negative,2.0
183,144,"When the #CPTSD therapist recommends that you go out among people to isolate yourself less and the government then advises you to stay at home, recommend self-isolation, and you then consider to not even go out shopping anymore and instead do that online too ???? #Coronavirus",Neutral,3.0
184,1043,"Be kind and patient with everyone you encounter at the grocery store, especially the staff. And bring your reusable bags. #Covid_19 is scary but #ClimateChange is terrifying",Extremely Negative,1.0
185,73,"?80% of #Retail experts talk about a significant decrease in #store traffic due to #coronavirus ??
??Check our article???

https://t.co/eobzo0WOUS",Positive,4.0
186,687,Anyone or company who is jacking up prices or designing gimmick/novelty products to profit from #Covid_19 should be ashamed of themselves. #NotHelping,Negative,2.0
187,420,All this proves is that the world could run at a lesser cost if we wanted. These people literally define prices by demand. Is this not a joke? #Covid_19,Negative,2.0
188,1337,What efforts are being carried out for disadvantaged communities for the quarantine I am sure many families can t stock pile food and medications for 2 or 4 weeks Who Is doing what Put the info below so we can help each other Thanks,Extremely Positive,5.0
189,834,"I sent my mom to get a huge amount of groceries. She says grocery store was busy. Cleaning product shelves empty. Toilet paper shelves empty. She bought Kleenex and paper towels. Says frozen food area has some low stock. 

Stay calm everyone. Stay smart. Prepare. #COVID2019",Positive,4.0
190,68,"Trump said people must ""be vigilant,"" then concluded, ""Be calm. It's really working out. And: lot of good things are going to happen. The consumer is ready. The consumer is so powerful in our country with what we've done with tax cuts and regulation cuts and all of those things.""",Extremely Positive,5.0
191,1194,"Locals stock up on toilet paper, cleaning products, and food amid COVID-19 worries https://t.co/AIisrLbfOi https://t.co/cEcbgrBuP9",Negative,2.0
